"cuenta";"descripcion";"cuentaesp"
"7233";"Fórmulas, diseños y prototipos";""
"724";"Activos biológicos";""
"7241";"Activos biológicos en desarrollo de origen animal";""
"7242";"Activos biológicos en desarrollo de origen vegetal";""
"725";"Costos de financiación capitalizados";""
"7251";"Costos de financiación – propiedades de inversión";""
"72511";"Plantas productoras en desarrollo";""
"72512";"Edificaciones";""
"7252";"Costos de financiación – propiedad, planta y equipo";""
"72521";"Plantas productoras en desarrollo";""
"72522";"Edificaciones";""
"72523";"Maquinarias y otros equipos de explotación";""
"7253";"Costos de financiación – intangibles";""
"7254";"Costos de financiación – activos biológicos en desarrollo";""
"72541";"Activos biológicos de origen animal";""
"72542";"Activos biológicos de origen vegetal";""
"73";"Descuentos, rebajas y bonificaciones obtenidos";""
"731";"Descuentos, rebajas y bonificaciones obtenidos";""
"7311";"Terceros";""
"7312";"Relacionadas";""
"74";"Descuentos, rebajas y bonificaciones concedidos";""
"741";"Descuentos, rebajas y bonificaciones concedidos";""
"7411";"Terceros";""
"7412";"Relacionadas";""
"75";"Otros ingresos de gestiÓn";""
"751";"Servicios en beneficio del personal";""
"752";"Comisiones y corretajes";""
"753";"Regalías";""
"754";"Alquileres";""
"7540";"Plantas productoras";""
"7541";"Terrenos";""
"7542";"Edificaciones";""
"7543";"Maquinarias y equipos de explotación";""
"7544";"Unidades de transporte";""
"7545";"Equipos diversos";""
"755";"Recuperación de cuentas de valuación";""
"7551";"Recuperación – cuentas de cobranza dudosa";""
"7552";"Recuperación – desvalorización de inventarios";""
"7553";"Recuperación – desvalorización de inversiones mobiliarias";""
"756";"Enajenación de activos inmovilizados";""
"7561";"Inversiones mobiliarias";""
"7562";"Propiedades de inversión";""
"7563";"Activos adquiridos en arrendamiento financiero";""
"7564";"Propiedad, planta y equipo";""
"7565";"Intangibles";""
"7566";"Activos biológicos";""
"757";"Recuperación de deterioro de cuentas de activos inmovilizados";""
"7571";"Recuperación de deterioro de propiedades de inversión";""
"7572";"Recuperación de deterioro de propiedad, planta y equipo";""
"7573";"Recuperación de deterioro de intangibles";""
"7574";"Recuperación de deterioro de activos biológicos";""
"759";"Otros ingresos de gestión";""
"7591";"Subsidios gubernamentales";""
"7592";"Reclamos al seguro";""
"7593";"Donaciones";""
"7594";"Devoluciones tributarias";""
"7599";"Otros ingresos de gestión";""
"60";"-  -";""
"76";"Ganancia por mediciÓn de activos no financieros al valor razonable";""
"761";"Activo realizable";""
"7611";"Mercaderías";""
"7612";"Productos terminados";""
"7613";"Activos no corrientes mantenidos para la venta";""
"76131";"Propiedades de inversión";""
"76132";"Propiedad, planta y equipo";""
"76133";"Intangibles";""
"76134";"Activos biológicos";""
"762";"Activo inmovilizado";""
"7621";"Propiedades de inversión";""
"7622";"Activos biológicos";""
"77";"Ingresos financieros";""
"771";"Ganancia por instrumento financiero derivado";""
"772";"Rendimientos ganados";""
"7721";"Depósitos en instituciones financieras";""
"7722";"Cuentas por cobrar comerciales";""
"7723";"Préstamos otorgados";""
"7724";"Inversiones a ser mantenidas hasta el vencimiento";""
"7725";"Instrumentos financieros representativos de derecho patrimonial";""
"773";"Dividendos";""
"774";"Ingresos en operaciones de factoraje (factoring)";""
"775";"Descuentos obtenidos por pronto pago";""
"776";"Diferencia en cambio";""
"777";"Ganancia por medición de activos y pasivos financieros al valor razonable";""
"7771";"Inversiones mantenidas para negociación";""
"7772";"Otras inversiones";""
"7773";"Otras";""
"778";"Participación en resultados de entidades relacionadas";""
"7781";"Participación en los resultados de subsidiarias y asociadas bajo el método";""
"";"Del valor patrimonial";""
"7782";"Ingresos por participaciones en negocios conjuntos";""
"779";"Otros ingresos financieros";""
"7792";"Ingresos financieros en medición a valor descontado";""
"78";"Cargas cubiertas por provisiones";""
"781";"Cargas cubiertas por provisiones";""
"79";"Cargas imputables a cuentas de costos y gastos";""
"791";"Cargas imputables a cuentas de costos y gastos";""
"792";"Gastos financieros imputables a cuentas de inventarios";""
"8";"Saldos intermediarios de gestión y determinación del resultado del ejercicio";""
"80";"Margen comercial";""
"801";"Margen comercial";""
"81";"ProducciÓn del ejercicio";""
"811";"Producción de bienes";""
"812";"Producción de servicios";""
"813";"Producción de activo inmovilizado";""
"82";"Valor agregado";""
"821";"Valor agregado";""
"83";"Excedente bruto (insuficiencia bruta) de explotaciÓn";""
"831";"Excedente bruto (insuficiencia bruta) de explotación";""
"84";"Resultado de explotaciÓn";""
"841";"Resultado de explotación";""
"85";"Resultado antes de participaciones e impuestos";""
"851";"Resultado antes del impuesto a las ganancias";""
"88";"Impuesto a la renta";""
"881";"Impuesto a las ganancias – corriente";""
"882";"Impuesto a las ganancias – diferido";""
"89";"DeterminaciÓn del resultado del ejercicio";""
"891";"Utilidad";""
"892";"Pérdida";""
