"cuenta";"descripcion";"cuentaesp"
"4100000001";"Acreedores por prestaciones de servicios (euros)";""
"4104000000";"Acreedores por prestaciones de servicios, (moneda extranjera)";""
"4109000000";"Acreedores por prestaciones de servicios, facturas pendientes de recibir o de formalizar";""
"4110000000";"Acreedores, efectos comerciales a pagar";""
"4190000000";"Acreedores por operaciones en común";""
"4300000000";"Clientes";""
"4304000000";"Clientes (moneda extranjera)";""
"4309000000";"Clientes, facturas pendientes de formalizar";""
"4310000000";"Efectos comerciales en cartera";""
"4311000000";"Efectos comerciales descontados";""
"4312000000";"Efectos comerciales en gestión de cobro";""
"4315000000";"Efectos comerciales impagados";""
"4320000000";"Clientes, operaciones de factoring";""
"4330000000";"Clientes empresas del grupo (euros)";""
"4331000000";"Efectos comerciales a cobrar, empresas del grupo";""
"4332000000";"Clientes empresas del grupo, operaciones de factoring";""
"4334000000";"Clientes empresas del grupo (moneda extranjera)";""
"4336000000";"Clientes empresas del grupo de dudoso cobro";""
"4337000000";"Envases y embalajes a devolver a clientes, empresas del grupo";""
"4339000000";"Clientes empresas del grupo, facturas pendientes de formalizar";""
"4340000000";"Clientes, empresas asociadas";""
"4350000000";"Clientes, otras partes vinculadas";""
"4360000000";"Clientes de dudoso cobro";""
"4370000000";"Envases y embalajes a devolver por clientes";""
"4380000000";"Anticipos de clientes";""
"4400000000";"Deudores (euros)";""
"4404000000";"Deudores (moneda extranjera)";""
"4409000000";"Deudores, facturas pendientes de formalizar";""
"4410000000";"Deudores, efectos comerciales en cartera";""
"4411000000";"Deudores, efectos comerciales descontados";""
"4412000000";"Deudores, efectos comerciales en gestión de cobro";""
"4415000000";"Deudores, efectos comerciales impagados";""
"4460000000";"Deudores de dudoso cobro";""
"4490000000";"Deudores por operaciones en común";""
"4600000000";"Anticipos de remuneraciones";""
"4650000000";"Remuneraciones pendientes de pago";""
"4660000000";"Remuneraciones mediante sistemas de aportación definida pendientes de pago";""
"4700000000";"Hacienda pública, deudora por iva";""
"4708000000";"Hacienda pública, deudora por subvenciones concedidas";""
"4709000000";"Hacienda pública, deudora por devolución de impuestos";""
"4710000000";"Organismos de la seguridad social, deudores";""
"4720000000";"Hacienda pública, IVA soportado";""
"4720000004";"Hacienda pública, IVA soportado 4%";""
"4720000010";"Hacienda pública, IVA soportado 10%";""
"4720000021";"Hacienda pública, IVA soportado 21%";""
"4730000000";"Hacienda pública, retenciones y pagos a cuenta";""
"4740000000";"Activos por diferencias temporarias deducibles";""
"4742000000";"Derechos por deducciones y bonificaciones pendientes de aplicar";""
"4745000000";"Crédito por pérdidas a compensar del ejercicio";""
"4750000000";"Hacienda pública, acreedora por iva";""
"4751000000";"Hacienda pública, acreedora por retenciones practicadas";""
"4752000000";"Hacienda pública, acreedora por impuesto sobre sociedades";""
"4758000000";"Hacienda pública, acreedora por subvenciones a reintegrar";""
"4760000000";"Organismos de la seguridad social, acreedores";""
"4770000000";"Hacienda pública, IVA repercutido";""
"4770000004";"Hacienda pública, IVA repercutido 4%";""
"4770000010";"Hacienda pública, IVA repercutido 10%";""
"4770000021";"Hacienda pública, IVA repercutido 21%";""
"4790000000";"Pasivos por diferencias temporarias imponibles";""
"4800000000";"Gastos anticipados";""
"4850000000";"Ingresos anticipados";""
"4900000000";"Deterioro de valor de créditos por operaciones comerciales";""
"4933000000";"Deterioro de valor de créditos por operaciones comerciales con empresas del grupo";""
"4934000000";"Deterioro de valor de créditos por operaciones comerciales con empresas asociadas";""
"4935000000";"Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas";""
"4994000000";"Provisión por contratos onerosos";""
"4999000000";"Provisión para otras operaciones comerciales";""
"5000000000";"Obligaciones y bonos a corto plazo";""
"5010000000";"Obligaciones y bonos convertibles a corto plazo";""
"5020000000";"Acciones o participaciones a corto plazo consideradas como pasivos financieros";""
"5050000000";"Deudas representadas en otros valores negociables a corto plazo";""
"5060000000";"Intereses a corto plazo de empréstitos y otras emisiones análogas";""
"5070000000";"Dividendos de acciones o participaciones consideradas como pasivos financieros";""
"5090000000";"Obligaciones y bonos amortizados";""
"5091000000";"Obligaciones y bonos convertibles amortizados";""
"5095000000";"Otros valores negociables amortizados";""
"5103000000";"Deudas a corto plazo con entidades de crédito, empresas del grupo";""
"5104000000";"Deudas a corto plazo con entidades de crédito, empresas asociadas";""
"5105000000";"Deudas a corto plazo con otras entidades de crédito vinculadas";""
"5113000000";"Proveedores de inmovilizado a corto plazo, empresas del grupo";""
"5114000000";"Proveedores de inmovilizado a corto plazo, empresas asociadas";""
"5115000000";"Proveedores de inmovilizado a corto plazo, otras partes vinculadas";""
"5123000000";"Acreedores por arrendamiento financiero a corto plazo, empresas del grupo";""
"5124000000";"Acreedores por arrendamiento financiero a corto plazo, empresas asociadas";""
"5125000000";"Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas";""
"5133000000";"Otras deudas a corto plazo con empresas del grupo";""
"5134000000";"Otras deudas a corto plazo con empresas asociadas";""
"5135000000";"Otras deudas a corto plazo con otras partes vinculadas";""
"5143000000";"Intereses a corto plazo de deudas, empresas del grupo";""
"5144000000";"Intereses a corto plazo de deudas, empresas asociadas";""
"5145000000";"Intereses a corto plazo de deudas, otras partes vinculadas";""
"5200000000";"Préstamos a corto plazo de entidades de crédito";""
"5201000000";"Deudas a corto plazo por crédito dispuesto";""
"5208000000";"Deudas por efectos descontados";""
"5209000000";"Deudas por operaciones de factoring";""
"5210000000";"Deudas a corto plazo";""
"5220000000";"Deudas a corto plazo transformables en subvenciones, donaciones y legados";""
"5230000000";"Proveedores de inmovilizado a corto plazo";""
"5240000000";"Acreedores por arrendamiento financiero a corto plazo";""
"5250000000";"Efectos a pagar a corto plazo";""
"5260000000";"Dividendo activo a pagar";""
"5270000000";"Intereses a corto plazo de deudas con entidades de crédito";""
"5280000000";"Intereses a corto plazo de deudas";""
"5290000000";"Provisión a corto plazo por retribuciones al personal";""
"5291000000";"Provisión a corto plazo para impuestos";""
"5292000000";"Provisión a corto plazo para otras responsabilidades";""
"5293000000";"Provisión a corto plazo por desmantelamiento, retiro o rehabilitación del inmovilizado";""
"5295000000";"Provisión a corto plazo para actuaciones medioambientales";""
"5296000000";"Provisión a corto plazo para reestructuraciones";""
"5297000000";"Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio";""
"5303000000";"Participaciones a corto plazo, en empresas del grupo";""
"5304000000";"Participaciones a corto plazo, en empresas asociadas";""
"5305000000";"Participaciones a corto plazo, en otras partes vinculadas";""
"5313000000";"Valores representativos de deuda a corto plazo de empresas del grupo";""
"5314000000";"Valores representativos de deuda a corto plazo de empresas asociadas";""
"5315000000";"Valores representativos de deuda a corto plazo de otras partes vinculadas";""
"5323000000";"Créditos a corto plazo a empresas del grupo";""
"5324000000";"Créditos a corto plazo a empresas asociadas";""
"5325000000";"Créditos a corto plazo a otras partes vinculadas";""
"5333000000";"Intereses a corto plazo de valores representativos de deuda de empresas del grupo";""
"5334000000";"Intereses a corto plazo de valores representativos de deuda de empresas asociadas";""
"5335000000";"Intereses a corto plazo de valores representativos de deuda de otras partes vinculadas";""
"5343000000";"Intereses a corto plazo de créditos a empresas del grupo";""
"5344000000";"Intereses a corto plazo de créditos a empresas asociadas";""
"5345000000";"Intereses a corto plazo de créditos a otras partes vinculadas";""
"5353000000";"Dividendo a cobrar de empresas de grupo";""
"5354000000";"Dividendo a cobrar de empresas asociadas";""
"5355000000";"Dividendo a cobrar de otras partes vinculadas";""
"5393000000";"Desembolsos pendientes sobre participaciones a corto plazo en empresas del grupo.";""
"5394000000";"Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas.";""
"5395000000";"Desembolsos pendientes sobre participaciones a corto plazo en otras partes vinculadas";""
"5400000000";"Inversiones financieras a corto plazo en instrumentos de patrimonio";""
"5410000000";"Valores representativos de deuda a corto plazo";""
"5420000000";"Créditos a corto plazo";""
"5430000000";"Créditos a corto plazo por enajenación de inmovilizado";""
"5440000000";"Créditos a corto plazo al personal";""
"5450000000";"Dividendo a cobrar";""
"5460000000";"Intereses a corto plazo de valores representativos de deudas";""
"5470000000";"Intereses a corto plazo de créditos";""
"5480000000";"Imposiciones a corto plazo";""
"5490000000";"Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo";""
"5500000000";"Titular de la explotación";""
"5510000000";"Cuenta corriente con socios y administradores";""
"5523000000";"Cuenta corriente con empresas del grupo";""
"5524000000";"Cuenta corriente con empresas asociadas";""
"5525000000";"Cuenta corriente con otras partes vinculadas";""
"5530000000";"Socios de sociedad disuelta";""
"5531000000";"Socios, cuenta de fusión";""
"5532000000";"Socios de sociedad escindida";""
"5533000000";"Socios, cuenta de escisión";""
"5540000000";"Cuenta corriente con uniones temporales de empresas y comunidades de bienes";""
"5550000000";"Partidas pendientes de aplicación";""
"5563000000";"Desembolsos exigidos sobre participaciones, empresas del grupo";""
"5564000000";"Desembolsos exigidos sobre participaciones, empresas asociadas";""
"5565000000";"Desembolsos exigidos sobre participaciones, otras partes vinculadas";""
"5566000000";"Desembolsos exigidos sobre participaciones de otras empresas";""
"5570000000";"Dividendo activo a cuenta";""
"5580000000";"Socios por desembolsos exigidos sobre acciones o participaciones ordinarias";""
"5585000000";"Socios por desembolsos exigidos sobre acciones o participaciones consideradas como pasivos financieros";""
"5590000000";"Activos por derivados financieros a corto plazo, cartera de negociación";""
"5593000000";"Activos por derivados financieros a corto plazo, instrumentos de cobertura";""
"5595000000";"Pasivos por derivados financieros a corto plazo, cartera de negociación";""
"5598000000";"Pasivos por derivados financieros a corto plazo, instrumentos de cobertura";""
"5600000000";"Fianzas recibidas a corto plazo";""
"5610000000";"Depósitos recibidos a corto plazo";""
"5650000000";"Fianzas constituidas a corto plazo";""
"5660000000";"Depósitos constituidos a corto plazo";""
"5670000000";"Intereses pagados por anticipado";""
"5680000000";"Intereses cobrados por anticipado";""
"5690000000";"Garantías financieras a corto plazo";""
"5700000000";"Caja, euros";""
"5710000000";"Caja, moneda extranjera";""
"5720000000";"Bancos e instituciones de crédito c/c vista, euros";""
"5730000000";"Bancos e instituciones de crédito c/c vista, moneda extranjera";""
"5740000000";"Bancos e instituciones de crédito, cuentas de ahorro, euros";""
"5750000000";"Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera";""
"5760000000";"Inversiones a corto plazo de gran liquidez";""
"5800000000";"Inmovilizado";""
"5810000000";"Inversiones con personas y entidades vinculadas";""
"5820000000";"Inversiones financieras";""
"5830000000";"Existencias, deudores comerciales y otras cuentas a cobrar";""
"5840000000";"Otros activos";""
"5850000000";"Provisiones";""
"5860000000";"Deudas con características especiales";""
"5870000000";"Deudas con personas y entidades vinculadas";""
"5880000000";"Acreedores comerciales y otras cuentas a pagar";""
"5890000000";"Otros pasivos";""
"5933000000";"Deterioro de valor de participaciones a corto plazo en empresas del grupo";""
"5934000000";"Deterioro de valor de participaciones a corto plazo en empresas asociadas";""
"5943000000";"Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo";""
"5944000000";"Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas";""
"5945000000";"Deterioro de valor de valores representativos de deuda a corto plazo de otras partes vinculadas";""
"5953000000";"Deterioro de valor de créditos a corto plazo a empresas del grupo";""
"5954000000";"Deterioro de valor de créditos a corto plazo a empresas asociadas";""
"5955000000";"Deterioro de valor de créditos a corto plazo a otras partes vinculadas";""
"5970000000";"Deterioro de valor de valores representativos de deuda a corto plazo";""
"5980000000";"Deterioro de valor de créditos a corto plazo";""
"5990000000";"Deterioro de valor de inmovilizado no corriente mantenido para la venta";""
"5991000000";"Deterioro de valor de inversiones con personas y entidades vinculadas no corrientes mantenidas para la venta";""
"5992000000";"Deterioro de valor de inversiones financieras no corrientes mantenidas para la venta";""
"5993000000";"Deterioro de valor de existencias, deudores comerciales y otras cuentas a cobrar integrados en un grupo enajenable mantenido para la venta";""
"5994000000";"Deterioro de valor de otros activos mantenidos para la venta";""
"6000000000";"Compras de mercaderías";""
"6010000000";"Compras de materias primas";""
"6020000000";"Compras de otros aprovisionamientos";""
"6060000000";"Descuentos sobre compras por pronto pago de mercaderías";""
"6061000000";"Descuentos sobre compras por pronto pago de materias primas";""
"6062000000";"Descuentos sobre compras por pronto pago de otros aprovisionamientos";""
"6070000000";"Trabajos realizados por otras empresas";""
"6080000000";"Devoluciones de compras de mercaderías";""
"6081000000";"Devoluciones de compras de materias primas";""
"6082000000";"Devoluciones de compras de otros aprovisionamientos";""
"6090000000";"Rappels por compras de mercaderías";""
"6091000000";"Rappels por compras de materias primas";""
"6092000000";"Rappels por compras de otros aprovisionamientos";""
"6100000000";"Variación de existencias de mercaderías";""
"6110000000";"Variación de existencias de materias primas";""
"6120000000";"Variación de existencias de otros aprovisionamientos";""
"6200000000";"Gastos en investigación y desarrollo del ejercicio";""
"6210000000";"Arrendamientos y cánones";""
"6220000000";"Reparaciones y conservación";""
"6230000000";"Servicios de profesionales independientes";""
"6240000000";"Transportes";""
"6250000000";"Primas de seguros";""
"6260000000";"Servicios bancarios y similares";""
"6270000000";"Publicidad, propaganda y relaciones públicas";""
"6280000000";"Suministros";""
"6290000000";"Otros servicios";""
"6300000000";"Impuesto corriente";""
"6301000000";"Impuesto diferido";""
"6310000000";"Otros tributos";""
"6330000000";"Ajustes negativos en la imposición sobre beneficios";""
"6341000000";"Ajustes negativos en iva de activo corriente";""
"6342000000";"Ajustes negativos en iva de inversiones";""
"6360000000";"Devolución de impuestos";""
"6380000000";"Ajustes positivos en la imposición sobre beneficios";""
"6391000000";"Ajustes positivos en iva de activo corriente";""
"6392000000";"Ajustes positivos en iva de inversiones";""
"6400000000";"Sueldos y salarios";""
"6410000000";"Indemnizaciones";""
"6420000000";"Seguridad social a cargo de la empresa";""
"6430000000";"Retribuciones a largo plazo mediante sistemas de aportación definida";""
"6440000000";"Contribuciones anuales";""
"6442000000";"Otros costes";""
"6450000000";"Retribuciones al personal liquidados con instrumentos de patrimonio";""
"6457000000";"Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio";""
"6490000000";"Otros gastos sociales";""
"6500000000";"Pérdidas de créditos comerciales incobrables";""
"6510000000";"Beneficio transferido (gestor)";""
"6511000000";"Pérdida soportada (partícipe o asociado no gestor)";""
"6590000000";"Otras pérdidas en gestión corriente";""
"6600000000";"Gastos financieros por actualización de provisiones";""
"6610000000";"Intereses de obligaciones y bonos a largo plazo, empresas del grupo";""
"6611000000";"Intereses de obligaciones y bonos a largo plazo, empresas asociadas";""
"6612000000";"Intereses de obligaciones y bonos a largo plazo, otras partes vinculadas";""
"6613000000";"Intereses de obligaciones y bonos a largo plazo, otras empresas";""
"6615000000";"Intereses de obligaciones y bonos a corto plazo, empresas del grupo";""
"6616000000";"Intereses de obligaciones y bonos a corto plazo, empresas asociadas";""
"6617000000";"Intereses de obligaciones y bonos a corto plazo, otras partes vinculadas";""
"6618000000";"Intereses de obligaciones y bonos a corto plazo, otras empresas";""
"6620000000";"Intereses de deudas, empresas del grupo";""
"6621000000";"Intereses de deudas, empresas asociadas";""
"6622000000";"Intereses de deudas, otras partes vinculadas";""
"6623000000";"Intereses de deudas con entidades de crédito";""
"6624000000";"Intereses de deudas, otras empresas";""
"6630000000";"Pérdidas de cartera de negociación";""
"6631000000";"Pérdidas de designados por la empresa";""
"6632000000";"Pérdidas de disponibles para la venta";""
"6633000000";"Pérdidas de instrumentos de cobertura";""
"6640000000";"Dividendos de pasivos, empresas del grupo";""
"6641000000";"Dividendos de pasivos, empresas asociadas";""
"6642000000";"Dividendos de pasivos, otras partes vinculadas";""
"6643000000";"Dividendos de pasivos, otras empresas";""
"6650000000";"Intereses por descuento de efectos en entidades de crédito del grupo";""
"6651000000";"Intereses por descuento de efectos en entidades de crédito asociadas";""
"6652000000";"Intereses por descuento de efectos en otras entidades de crédito vinculadas";""
"6653000000";"Intereses por descuento de efectos en otras entidades de crédito";""
"6654000000";"Intereses por operaciones de factoring con entidades de crédito del grupo";""
"6655000000";"Intereses por operaciones de factoring con entidades de crédito asociadas";""
"6656000000";"Intereses por operaciones de factoring con otras entidades de crédito vinculadas";""
"6657000000";"Intereses por operaciones de factoring con otras entidades de crédito";""
"6660000000";"Pérdidas en valores representativos de deuda a largo plazo, empresas del grupo";""
"6661000000";"Pérdidas en valores representativos de deuda a largo plazo, empresas asociadas";""
"6662000000";"Pérdidas en valores representativos de deuda a largo plazo, otras partes vinculadas";""
"6663000000";"Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras empresas";""
"6665000000";"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas del grupo";""
"6666000000";"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas asociadas";""
"6667000000";"Pérdidas en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"6668000000";"Pérdidas en valores representativos de deuda a corto plazo, otras empresas";""
"6670000000";"Pérdidas de créditos a largo plazo, empresas del grupo";""
"6671000000";"Pérdidas de créditos a largo plazo, empresas asociadas";""
"6672000000";"Pérdidas de créditos a largo plazo, otras partes vinculadas";""
"6673000000";"Pérdidas de créditos a largo plazo, otras empresas";""
"6675000000";"Pérdidas de créditos a corto plazo, empresas del grupo";""
"6676000000";"Pérdidas de créditos a corto plazo, empresas asociadas";""
"6677000000";"Pérdidas de créditos a corto plazo, otras partes vinculadas";""
"6678000000";"Pérdidas de créditos a corto plazo, otras empresas";""
"6680000000";"Diferencias negativas de cambio";""
"6690000000";"Otros gastos financieros";""
"6700000000";"Pérdidas procedentes del inmovilizado intangible";""
"6710000000";"Pérdidas procedentes del inmovilizado material";""
"6720000000";"Pérdidas procedentes de las inversiones inmobiliarias";""
"6733000000";"Pérdidas procedentes de participaciones a largo plazo, empresas del grupo";""
"6734000000";"Pérdidas procedentes de participaciones a largo plazo, empresas asociadas";""
"6735000000";"Pérdidas procedentes de participaciones a largo plazo, otras partes vinculadas";""
"6750000000";"Pérdidas por operaciones con obligaciones propias";""
"6780000000";"Gastos excepcionales";""
"6800000000";"Amortización del inmovilizado intangible";""
"6810000000";"Amortización del inmovilizado material";""
"6820000000";"Amortización de las inversiones inmobiliarias";""
"6900000000";"Pérdidas por deterioro del inmovilizado intangible";""
"6910000000";"Pérdidas por deterioro del inmovilizado material";""
"6920000000";"Pérdidas por deterioro de las inversiones inmobiliarias";""
"6930000000";"Pérdidas por deterioro de productos terminados y en curso de fabricación";""
"6931000000";"Pérdidas por deterioro de mercaderías";""
"6932000000";"Pérdidas por deterioro de materias primas";""
"6933000000";"Pérdidas por deterioro de otros aprovisionamientos";""
"6940000000";"Pérdidas por deterioro de créditos por operaciones comerciales";""
"6954000000";"Dotación a la provisión por contratos onerosos";""
"6959000000";"Dotación a la provisión para otras operaciones comerciales";""
"6960000000";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo";""
"6961000000";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas";""
"6962000000";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas";""
"6963000000";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas";""
"6965000000";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas del grupo";""
"6966000000";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas asociadas";""
"6967000000";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, otras partes vinculadas";""
"6968000000";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, de otras empresas";""
"6970000000";"Pérdidas por deterioro de créditos a largo plazo, empresas del grupo";""
"6971000000";"Pérdidas por deterioro de créditos a largo plazo, empresas asociadas";""
"6972000000";"Pérdidas por deterioro de créditos a largo plazo, otras partes vinculadas";""
"6973000000";"Pérdidas por deterioro de créditos a largo plazo, otras empresas";""
"6980000000";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo";""
"6981000000";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas";""
"6985000000";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo";""
"6986000000";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas";""
"6987000000";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"6988000000";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, de otras empresas";""
"6990000000";"Pérdidas por deterioro de créditos a corto plazo, empresas del grupo";""
"6991000000";"Pérdidas por deterioro de créditos a corto plazo, empresas asociadas";""
"6992000000";"Pérdidas por deterioro de créditos a corto plazo, otras partes vinculadas";""
"6993000000";"Pérdidas por deterioro de créditos a corto plazo, otras empresas";""
"7000000000";"Ventas de mercaderías";""
"7010000000";"Ventas de productos terminados";""
"7020000000";"Ventas de productos semiterminados";""
"7030000000";"Ventas de subproductos y residuos";""
"7040000000";"Ventas de envases y embalajes";""
"7050000000";"Prestaciones de servicios";""
"7060000000";"Descuentos sobre ventas por pronto pago de mercaderías";""
"7061000000";"Descuentos sobre ventas por pronto pago de productos terminados";""
"7062000000";"Descuentos sobre ventas por pronto pago de productos semiterminados";""
"7063000000";"Descuentos sobre ventas por pronto pago de subproductos y residuos";""
"7080000000";"Devoluciones de ventas de mercaderías";""
"7081000000";"Devoluciones de ventas de productos terminados";""
"7082000000";"Devoluciones de ventas de productos semiterminados";""
"7083000000";"Devoluciones de ventas de subproductos y residuos";""
"7084000000";"Devoluciones de ventas de envases y embalajes";""
"7090000000";"Rappels sobre ventas de mercaderías";""
"7091000000";"Rappels sobre ventas de productos terminados";""
"7092000000";"Rappels sobre ventas de productos semiterminados";""
"7093000000";"Rappels sobre ventas de subproductos y residuos";""
"7094000000";"Rappels sobre ventas de envases y embalajes";""
"7100000000";"Variación de existencias de productos en curso";""
"7110000000";"Variación de existencias de productos semiterminados";""
"7120000000";"Variación de existencias de productos terminados";""
"7130000000";"Variación de existencias de subproductos,residuos y materiales recuperados";""
"7300000000";"Trabajos realizados para el inmovilizado intangible";""
"7310000000";"Trabajos realizados para el inmovilizado material";""
"7320000000";"Trabajos realizados en inversiones inmobiliarias";""
"7330000000";"Trabajos realizados para el inmovilizado material en curso";""
"7400000000";"Subvenciones, donaciones y legados a la explotación";""
"7460000000";"Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio";""
"7470000000";"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio";""
"7510000000";"Pérdida transferida (gestor)";""
"7511000000";"Beneficio atribuido (partícipe o asociado no gestor)";""
"7520000000";"Ingresos por arrendamientos";""
"7530000000";"Ingresos de propiedad industrial cedida en explotación";""
"7540000000";"Ingresos por comisiones";""
"7550000000";"Ingresos por servicios al personal";""
"7590000000";"Ingresos por servicios diversos";""
"7600000000";"Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo";""
"7601000000";"Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas";""
"7602000000";"Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas";""
"7603000000";"Ingresos de participaciones en instrumentos de patrimonio, otras empresas";""
"7610000000";"Ingresos de valores representativos de deuda, empresas del grupo";""
"7611000000";"Ingresos de valores representativos de deuda, empresas asociadas";""
"7612000000";"Ingresos de valores representativos de deuda, otras partes vinculadas";""
"7613000000";"Ingresos de valores representativos de deuda, otras empresas";""
"7620000000";"Ingresos de créditos a largo plazo, empresas del grupo";""
"7620100000";"Ingresos de créditos a largo plazo, empresas asociadas";""
"7620200000";"Ingresos de créditos a largo plazo, otras partes vinculadas";""
"7620300000";"Ingresos de créditos a largo plazo, otras empresas";""
"7621000000";"Ingresos de créditos a corto plazo, empresas del grupo";""
"7621100000";"Ingresos de créditos a corto plazo, empresas asociadas";""
"7621200000";"Ingresos de créditos a corto plazo, otras partes vinculadas";""
"7621300000";"Ingresos de créditos a corto plazo, otras empresas";""
"7630000000";"Beneficios de cartera de negociación";""
"7631000000";"Beneficios de designados por la empresa";""
"7632000000";"Beneficios de disponibles para la venta";""
"7633000000";"Beneficios de instrumentos de cobertura";""
"7660000000";"Beneficios en valores representativos de deuda a largo plazo, empresas del grupo";""
"7661000000";"Beneficios en valores representativos de deuda a largo plazo, empresas asociadas";""
"7662000000";"Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas";""
"7663000000";"Beneficios en participaciones y valores representativos de deuda a largo plazo, otras empresas";""
"7665000000";"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas del grupo";""
"7666000000";"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas asociadas";""
"7667000000";"Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"7668000000";"Beneficios en valores representativos de deuda a corto plazo, otras empresas";""
"7670000000";"Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo";""
"7680000000";"Diferencias positivas de cambio";""
"7690000000";"Otros ingresos financieros";""
"7700000000";"Beneficios procedentes del inmovilizado intangible";""
"7710000000";"Beneficios procedentes del inmovilizado material";""
"7720000000";"Beneficios procedentes de las inversiones inmobiliarias";""
"7733000000";"Beneficios procedentes de participaciones a largo plazo, empresas del grupo";""
"7734000000";"Beneficios procedentes de participaciones a largo plazo, empresas asociadas";""
"7735000000";"Beneficios procedentes de participaciones a largo plazo, otras partes vinculadas";""
"7740000000";"Diferencia negativa en combinaciones de negocios";""
"7750000000";"Beneficios por operaciones con obligaciones propias";""
"7780000000";"Ingresos excepcionales";""
"7900000000";"Reversión del deterioro del inmovilizado intangible";""
"7910000000";"Reversión del deterioro del inmovilizado material";""
"7920000000";"Reversión del deterioro de las inversiones inmobiliarias";""
"7930000000";"Reversión del deterioro de productos terminados y en curso de fabricación";""
"7931000000";"Reversión del deterioro de mercaderías";""
"7932000000";"Reversión del deterioro de materias primas";""
"7933000000";"Reversión del deterioro de otros aprovisionamientos";""
"7940000000";"Reversión del deterioro de créditos por operaciones comerciales";""
"7950000000";"Exceso de provisión por retribuciones al personal";""
"7951000000";"Exceso de provisión para impuestos";""
"7952000000";"Exceso de provisión para otras responsabilidades";""
"7954400000";"Exceso de provisión por contratos onerosos";""
"7954900000";"Exceso de provisión para otras operaciones comerciales";""
"7955000000";"Exceso de provisión para actuaciones medioambientales";""
"7956000000";"Exceso de provisión para reestructuraciones";""
"7957000000";"Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio";""
"7960000000";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo";""
"7961000000";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas";""
"7965000000";"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas del grupo";""
"7966000000";"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas asociadas";""
"7967000000";"Reversión del deterioro de valores representativos de deuda a largo plazo, otras partes vinculadas";""
"7968000000";"Reversión del deterioro de valores representativos de deuda a largo plazo, otras empresas";""
"7970000000";"Reversión del deterioro de créditos a largo plazo, empresas del grupo";""
"7971000000";"Reversión del deterioro de créditos a largo plazo, empresas asociadas";""
"7972000000";"Reversión del deterioro de créditos a largo plazo, otras partes vinculadas";""
"7973000000";"Reversión del deterioro de créditos a largo plazo, otras empresas";""
"7980000000";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo";""
"7981000000";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas";""
"7985000000";"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas del grupo";""
"7986000000";"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas asociadas";""
"7987000000";"Reversión del deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"7988000000";"Reversión del deterioro en valores representativos de deuda a corto plazo, otras empresas";""
